Source.Name,Label,Counted,Area,Mean,StdDev,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity,redPunctaCount,greenPunctaCount,colocsPunctaCount
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,45020,255,0,607.441,205.8,607.441,205.8,1154.815,507,36,214,350,0.424,11480100,11480100,1.842,0.543,0.831,9,22,3
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,1,14153,255,0,239.058,133.023,239.058,133.023,481.747,177,46,120,161,0.766,3609015,3609015,1.499,0.667,0.959,2,4,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,21452,255,0,324.234,232.83,324.234,232.83,604.156,243,132,164,198,0.739,5470260,5470260,1.858,0.538,0.955,3,5,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,15207,255,0,890.196,220.604,890.196,220.604,468.233,827,146,129,147,0.872,3877785,3877785,1.193,0.838,0.978,2,2,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,5784,255,0,789.904,354.721,789.904,354.721,300.752,748,311,89,81,0.804,1474920,1474920,1.102,0.907,0.957,0,4,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,23332,255,0,257.634,460.979,257.634,460.979,671.428,170,362,191,202,0.65,5949660,5949660,1.957,0.511,0.908,5,11,1
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,43369,255,0,474.478,602.562,474.478,602.562,1122.122,392,396,172,400,0.433,11059095,11059095,3.167,0.316,0.835,12,25,2
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,14466,255,0,821.613,489.695,821.613,489.695,643.688,771,402,110,174,0.439,3688830,3688830,1.708,0.585,0.882,4,6,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,38154,255,0,94.807,588.927,94.807,588.927,1060.95,5,407,177,343,0.426,9729270,9729270,2.609,0.383,0.864,17,9,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,14045,255,0,646.35,548.296,646.35,548.296,459.546,581,477,126,147,0.836,3581475,3581475,1.237,0.808,0.964,3,5,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,26869,255,0,329.066,790.111,329.066,790.111,986.465,255,611,130,346,0.347,6851595,6851595,3.652,0.274,0.773,25,22,1
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,11392,255,0,809.96,667.632,809.96,667.632,414.936,746,612,125,110,0.831,2904960,2904960,1.186,0.843,0.971,6,2,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,12457,255,0,416.616,938.68,416.616,938.68,506.291,353,849,118,170,0.611,3176535,3176535,1.979,0.505,0.863,2,3,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,2094,255,0,25.465,963.473,25.465,963.473,173.497,2,939,48,49,0.874,533970,533970,1.045,0.957,0.971,1,0,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,45787,255,0,607.109,204.269,607.109,204.269,1106.632,508,35,213,352,0.47,11675685,11675685,1.799,0.556,0.845,14,31,4
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,1,13470,255,0,238.935,133.343,238.935,133.343,479.505,177,46,119,160,0.736,3434850,3434850,1.504,0.665,0.943,2,6,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,15204,255,0,890.509,218.526,890.509,218.526,471.546,827,139,128,152,0.859,3877020,3877020,1.241,0.806,0.974,2,4,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,21570,255,0,321.35,236.895,321.35,236.895,599.772,240,144,166,189,0.754,5500350,5500350,1.781,0.562,0.961,13,9,1
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,24731,255,0,811.807,458.076,811.807,458.076,882.357,751,319,130,273,0.399,6306405,6306405,2.428,0.412,0.837,6,24,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,22964,255,0,258.038,460.963,258.038,460.963,665.671,172,362,189,202,0.651,5855820,5855820,1.978,0.506,0.906,6,14,1
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,45723,255,0,477.464,604.869,477.464,604.869,1087.21,394,395,173,400,0.486,11659365,11659365,2.97,0.337,0.866,21,32,4
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,19776,255,0,89.957,510.936,89.957,510.936,694.843,5,410,183,203,0.515,5042880,5042880,1.453,0.688,0.825,14,7,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,13952,255,0,646.436,549.658,646.436,549.658,454.718,582,478,125,146,0.848,3557760,3557760,1.22,0.82,0.969,4,5,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,12156,255,0,811.386,667.584,811.386,667.584,434.836,745,605,126,121,0.808,3099780,3099780,1.243,0.805,0.964,8,2,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,31377,255,0,326.742,797.015,326.742,797.015,959.193,239,611,146,359,0.429,8001135,8001135,3.341,0.299,0.793,29,29,4
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,11515,255,0,413.763,939.429,413.763,939.429,697.345,353,851,118,169,0.298,2936325,2936325,2.08,0.481,0.789,10,3,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,2036,255,0,25.981,961.605,25.981,961.605,170.083,2,937,48,47,0.884,519180,519180,1.024,0.977,0.975,3,1,1
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,45311,255,0,607.402,202.324,607.402,202.324,1087.762,509,35,212,352,0.481,11554305,11554305,1.761,0.568,0.849,17,39,4
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,1,11877,255,0,239.714,135.392,239.714,135.392,432.149,183,65,112,136,0.799,3028635,3028635,1.413,0.708,0.963,3,8,1
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,14616,255,0,891.601,217.513,891.601,217.513,467.061,830,138,124,152,0.842,3727080,3727080,1.29,0.775,0.971,4,6,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,21392,255,0,319.579,239.103,319.579,239.103,597.973,238,146,165,187,0.752,5454960,5454960,1.756,0.569,0.953,16,19,2
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,28110,255,0,811.777,464.616,811.777,464.616,827.186,754,323,127,290,0.516,7168050,7168050,2.445,0.409,0.914,8,39,2
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,22183,255,0,258.209,461.562,258.209,461.562,661.529,174,367,187,197,0.637,5656665,5656665,1.985,0.504,0.899,8,27,5
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,47467,255,0,480.307,607.344,480.307,607.344,1101.938,394,395,178,400,0.491,12104085,12104085,2.78,0.36,0.869,26,37,4
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,19383,255,0,90.792,511.529,90.792,511.529,682.357,5,413,183,200,0.523,4942665,4942665,1.485,0.673,0.823,22,10,1
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,13856,255,0,646.485,550.113,646.485,550.113,452.132,583,478,124,146,0.852,3533280,3533280,1.218,0.821,0.971,4,10,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,12951,255,0,814.144,666.315,814.144,666.315,456.291,745,597,131,131,0.782,3302505,3302505,1.338,0.748,0.953,9,5,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,34327,255,0,325.179,800.613,325.179,800.613,1010.992,239,612,147,372,0.422,8753385,8753385,3.234,0.309,0.831,34,30,5
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,12059,255,0,415.994,941.481,415.994,941.481,496.534,354,853,116,167,0.615,3075045,3075045,1.86,0.538,0.815,11,4,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,1996,255,0,26.695,960.958,26.695,960.958,166.912,4,936,46,48,0.9,508980,508980,1.077,0.928,0.978,4,3,1
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,44085,255,0,607.598,200.697,607.598,200.697,1069.862,510,37,211,350,0.484,11241675,11241675,1.719,0.582,0.849,19,49,6
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,1,10703,255,0,239.916,137.444,239.916,137.444,411.078,186,70,107,129,0.796,2729265,2729265,1.409,0.71,0.963,6,10,1
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,13893,255,0,892.593,216.217,892.593,216.217,458.919,834,138,119,150,0.829,3542715,3542715,1.316,0.76,0.966,4,10,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,21084,255,0,318.503,240.101,318.503,240.101,594.316,238,147,163,186,0.75,5376420,5376420,1.742,0.574,0.951,19,17,5
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,33429,255,0,811.195,453.872,811.195,453.872,944.968,738,282,144,334,0.47,8524395,8524395,2.515,0.398,0.901,8,52,3
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,21389,255,0,259.035,460.796,259.035,460.796,662.458,176,367,185,194,0.612,5454195,5454195,2.013,0.497,0.886,11,34,3
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,52053,255,0,476.759,597.095,476.759,597.095,1248.85,365,395,215,400,0.419,13273515,13273515,2.739,0.365,0.827,32,46,6
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,19346,255,0,90.128,511.5,90.128,511.5,684.943,6,415,182,197,0.518,4933230,4933230,1.505,0.664,0.82,26,10,1
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,13714,255,0,646.267,550.576,646.267,550.576,450.375,582,478,124,146,0.85,3497070,3497070,1.215,0.823,0.97,5,14,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,13131,255,0,814.945,667.426,814.945,667.426,459.948,745,597,131,134,0.78,3348405,3348405,1.333,0.75,0.951,12,9,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,48180,255,0,349.224,836.114,349.224,836.114,1503.082,239,612,232,408,0.268,12285900,12285900,2.294,0.436,0.727,52,39,4
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,4644,255,0,639.039,841.472,639.039,841.472,272.711,600,802,76,75,0.785,1184220,1184220,1.082,0.925,0.947,0,6,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,43963,255,0,607.754,198.327,607.754,198.327,1085.519,510,26,211,361,0.469,11210565,11210565,1.723,0.58,0.837,21,64,5
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,1,11919,255,0,233.551,146.731,233.551,146.731,457.12,173,72,118,146,0.717,3039345,3039345,1.677,0.596,0.938,8,10,1
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,49125,255,0,833.408,386.145,833.408,386.145,1360.271,737,137,216,480,0.334,12526875,12526875,3.755,0.266,0.76,13,77,5
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,20270,255,0,316.92,243.168,316.92,243.168,572.014,238,151,162,182,0.778,5168850,5168850,1.7,0.588,0.963,22,20,6
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,20781,255,0,259.158,460.677,259.158,460.677,663.73,177,367,184,193,0.593,5299155,5299155,2.045,0.489,0.873,13,41,2
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,55286,255,0,475.222,590.446,475.222,590.446,1322.85,365,375,220,420,0.397,14097930,14097930,2.718,0.368,0.831,35,67,6
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,19141,255,0,90.366,511.808,90.366,511.808,680.943,7,417,181,195,0.519,4880955,4880955,1.522,0.657,0.818,28,16,1
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,13533,255,0,646.144,550.842,646.144,550.842,447.889,583,479,123,144,0.848,3450915,3450915,1.209,0.827,0.968,7,17,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,13207,255,0,815.399,668.192,815.399,668.192,461.019,746,596,130,137,0.781,3367785,3367785,1.335,0.749,0.946,16,10,1
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,50634,255,0,351.909,841.096,351.909,841.096,1493.384,235,615,237,405,0.285,12911670,12911670,2.295,0.436,0.754,56,57,6
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,3334,255,0,141.775,692.594,141.775,692.594,222.711,111,660,62,64,0.845,850170,850170,1.257,0.795,0.968,0,3,0
Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241001_perisomatic-set1_A1S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,7464,255,0,632.837,842.386,632.837,842.386,343.238,581,792,98,94,0.796,1903320,1903320,1.161,0.861,0.953,3,12,0
Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,15180,255,0,319.127,83.225,319.127,83.225,514.132,249,5,144,157,0.722,3870900,3870900,1.776,0.563,0.939,6,28,2
Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,7797,255,0,101.836,67.492,101.836,67.492,359.238,52,18,99,99,0.759,1988235,1988235,1.168,0.856,0.937,5,19,1
Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,2,21524,255,0,259.564,265.47,259.564,265.47,626.274,175,175,171,185,0.69,5488620,5488620,1.619,0.618,0.923,6,43,5
Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,6528,255,0,795.244,217.895,795.244,217.895,316.593,743,179,101,83,0.818,1664640,1664640,1.435,0.697,0.965,4,5,0
Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,54314,255,0,584.447,368.122,584.447,368.122,1347.762,455,194,259,341,0.376,13850070,13850070,1.798,0.556,0.83,48,140,26
Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,2310,255,0,860.715,422.284,860.715,422.284,187.397,834,396,53,53,0.827,589050,589050,1.167,0.857,0.947,0,5,0
Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,31803,255,0,427.732,578.678,427.732,578.678,935.495,275,446,289,232,0.457,8109765,8109765,2.324,0.43,0.8,35,56,7
Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,18174,255,0,703.116,729.267,703.116,729.267,587.63,624,632,155,184,0.661,4634370,4634370,1.619,0.618,0.917,16,36,2
Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,9475,255,0,342.245,704.509,342.245,704.509,398.291,283,646,128,106,0.751,2416125,2416125,1.401,0.714,0.936,9,16,1
Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,8932,255,0,503.915,782.379,503.915,782.379,438.049,435,718,126,126,0.585,2277660,2277660,1.534,0.652,0.837,11,11,0
Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,7654,255,0,227.276,778.824,227.276,778.824,346.451,184,725,93,104,0.801,1951770,1951770,1.12,0.893,0.961,6,9,1
Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,3,19562,255,0,663.67,886.234,663.67,886.234,592.375,573,797,172,167,0.701,4988310,4988310,1.34,0.746,0.925,30,55,9
Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,2549,255,0,466.322,933.372,466.322,933.372,203.539,432,909,68,49,0.773,649995,649995,1.769,0.565,0.947,2,2,0
Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,2280,255,0,307.68,979.661,307.68,979.661,189.74,284,951,49,57,0.796,581400,581400,1.41,0.709,0.938,1,4,0
Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241001_perisomatic-set1_A1S1H2_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,17856,255,0,316.938,83.623,316.938,83.623,566.759,240,1,165,166,0.699,4553280,4553280,1.81,0.552,0.922,13,36,6
