Source.Name,Label,Counted,Area,Mean,StdDev,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity,redPunctaCount,greenPunctaCount,colocsPunctaCount
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,12978,255,0,371.849,555.596,371.849,555.596,451.907,310,489,121,136,0.799,3309390,3309390,1.284,0.779,0.96,27,9,4
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,32644,255,0,771.373,628.97,771.373,628.97,811.47,653,527,247,222,0.623,8324220,8324220,2.069,0.483,0.933,20,19,2
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,32739,255,0,512.021,720.567,512.021,720.567,870.24,439,583,145,275,0.543,8348445,8348445,2.071,0.483,0.897,39,35,4
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,12443,255,0,153.004,738.769,153.004,738.769,483.563,89,665,136,138,0.669,3172965,3172965,1.275,0.784,0.923,5,11,3
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,17276,255,0,336.338,752.771,336.338,752.771,534.049,262,672,142,155,0.761,4405380,4405380,1.343,0.745,0.958,32,14,5
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,6412,255,0,176.065,887.554,176.065,887.554,367.966,120,831,97,99,0.595,1635060,1635060,1.491,0.671,0.848,5,8,1
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,11548,255,0,747.595,929.889,747.595,929.889,420.877,694,859,105,140,0.819,2944740,2944740,1.567,0.638,0.974,21,8,3
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,14396,255,0,330.551,170.193,330.551,170.193,472.09,264,91,124,151,0.812,3670980,3670980,1.21,0.826,0.965,16,16,5
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,12491,255,0,746.335,160.916,746.335,160.916,478.149,679,95,135,135,0.687,3185205,3185205,1.652,0.605,0.937,18,11,2
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,12154,255,0,131.837,305.126,131.837,305.126,546.534,66,229,116,148,0.511,3099270,3099270,1.392,0.718,0.893,14,9,1
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,18392,255,0,919.236,355.73,919.236,355.73,551.262,849,271,140,166,0.761,4689960,4689960,1.256,0.796,0.937,33,22,1
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,6262,255,0,486.4,347.01,486.4,347.01,315.823,441,303,91,86,0.789,1596810,1596810,1.105,0.905,0.94,13,9,1
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,16,15780,255,0,685.581,395.171,685.581,395.171,507.664,622,328,137,142,0.769,4023900,4023900,1.291,0.774,0.96,28,25,3
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,16114,255,0,153.021,508.274,153.021,508.274,497.463,83,435,135,148,0.818,4109070,4109070,1.148,0.871,0.971,30,14,2
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,14326,255,0,373.062,550.178,373.062,550.178,463.706,306,482,133,134,0.837,3653130,3653130,1.24,0.807,0.967,33,19,5
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,32676,255,0,772.164,628.448,772.164,628.448,809.713,653,527,248,221,0.626,8332380,8332380,2.073,0.482,0.934,28,21,3
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,33929,255,0,513.359,720.145,513.359,720.145,863.612,439,583,148,275,0.572,8651895,8651895,2.007,0.498,0.908,50,45,13
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,14769,255,0,163.081,731.054,163.081,731.054,563.948,89,657,150,146,0.584,3766095,3766095,1.672,0.598,0.903,8,19,3
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,17126,255,0,336.65,752.766,336.65,752.766,531.706,263,672,141,155,0.761,4367130,4367130,1.348,0.742,0.957,37,22,8
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,5930,255,0,178.233,888.359,178.233,888.359,348.51,124,832,93,98,0.614,1512150,1512150,1.571,0.636,0.828,7,11,2
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,12740,255,0,747.696,930.39,747.696,930.39,445.12,692,855,109,149,0.808,3248700,3248700,1.555,0.643,0.971,28,13,3
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,14641,255,0,747.065,151.673,747.065,151.673,524.978,680,76,133,154,0.668,3733455,3733455,1.524,0.656,0.938,27,23,4
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,14224,255,0,331.128,168.329,331.128,168.329,480.09,264,87,124,155,0.776,3627120,3627120,1.232,0.811,0.961,30,20,7
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,14739,255,0,136.358,304.251,136.358,304.251,511.647,66,227,136,151,0.708,3758445,3758445,1.156,0.865,0.924,25,14,4
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,20750,255,0,929.093,367.522,929.093,367.522,659.99,858,274,141,196,0.599,5291250,5291250,1.58,0.633,0.923,51,45,10
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,5179,255,0,487.818,345.246,487.818,345.246,288.267,446,307,84,75,0.783,1320645,1320645,1.095,0.913,0.942,14,8,2
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,16,18155,255,0,689.089,391.17,689.089,391.17,538.392,622,322,147,150,0.787,4629525,4629525,1.244,0.804,0.965,38,30,9
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,15528,255,0,152.432,508.297,152.432,508.297,485.706,83,436,134,144,0.827,3959640,3959640,1.131,0.884,0.972,38,22,3
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,37308,255,0,354.953,649.212,354.953,649.212,1120.021,263,475,183,350,0.374,9513540,9513540,3.148,0.318,0.81,87,65,9
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,31271,255,0,776.255,626.725,776.255,626.725,795.813,664,527,237,217,0.62,7974105,7974105,2.083,0.48,0.929,28,29,4
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,35127,255,0,515.192,719.413,515.192,719.413,875.713,439,583,151,275,0.576,8957385,8957385,1.955,0.512,0.916,59,61,17
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,12471,255,0,151.951,738.494,151.951,738.494,479.706,87,665,137,138,0.681,3180105,3180105,1.301,0.768,0.928,6,20,3
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,14755,255,0,747.684,931.264,747.684,931.264,477.605,688,849,116,160,0.813,3762525,3762525,1.563,0.64,0.973,35,23,5
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-4_mask1.tif,0,3619,255,0,180.143,902.555,180.143,902.555,256.811,136,869,80,61,0.69,922845,922845,1.688,0.592,0.925,4,7,1
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,14691,255,0,633.949,102.195,633.949,102.195,501.522,569,34,135,139,0.734,3746205,3746205,1.181,0.847,0.93,28,36,10
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,16363,255,0,750.491,133.699,750.491,133.699,521.019,687,45,127,171,0.757,4172565,4172565,1.382,0.724,0.958,28,31,4
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,16909,255,0,335.303,183.554,335.303,183.554,567.546,265,87,123,193,0.66,4311795,4311795,1.655,0.604,0.927,45,32,7
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,17655,255,0,139.305,297.115,139.305,297.115,581.789,66,209,145,168,0.655,4502025,4502025,1.175,0.851,0.921,34,16,6
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,3988,255,0,490.136,344.064,490.136,344.064,249.64,458,308,66,72,0.804,1016940,1016940,1.091,0.916,0.952,12,10,3
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,16,20794,255,0,697.228,386.749,697.228,386.749,587.99,622,310,168,163,0.756,5302470,5302470,1.372,0.729,0.963,51,47,15
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,40062,255,0,356.943,641.737,356.943,641.737,1044.323,264,470,185,351,0.462,10215810,10215810,2.992,0.334,0.848,100,91,21
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,3941,255,0,559.521,530.653,559.521,530.653,268.167,517,491,79,75,0.689,1004955,1004955,1.862,0.537,0.914,8,8,1
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,29823,255,0,777.609,626.165,777.609,626.165,802.215,664,528,237,209,0.582,7604865,7604865,2.172,0.46,0.916,39,33,6
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,35589,255,0,516.419,718.544,516.419,718.544,885.328,439,581,154,276,0.571,9075195,9075195,1.94,0.516,0.914,72,71,16
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,13479,255,0,137.982,739.99,137.982,739.99,521.848,47,681,173,117,0.622,3437145,3437145,1.585,0.631,0.899,11,29,3
Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_results.csv,Corrected_241008_perisomatic-set1_A4S1H1_647-Gph_594-Syt2_405-Neun_60X-5_mask1.tif,0,2503,255,0,187.588,902.089,187.588,902.089,197.74,160,874,54,56,0.804,638265,638265,1.237,0.808,0.949,5,6,1
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,5139,255,0,667.501,50.809,667.501,50.809,309.64,628,4,86,82,0.674,1310445,1310445,1.201,0.832,0.91,5,3,2
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,9069,255,0,616.268,146.323,616.268,146.323,390.35,562,88,110,113,0.748,2312595,2312595,1.348,0.742,0.933,5,3,0
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,9915,255,0,915.791,185.894,915.791,185.894,417.806,853,127,124,118,0.714,2528325,2528325,1.751,0.571,0.942,7,4,3
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,11139,255,0,293.936,185.132,293.936,185.132,447.563,207,136,162,94,0.699,2840445,2840445,1.815,0.551,0.939,6,14,2
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,10604,255,0,465.344,215.587,465.344,215.587,400.25,413,156,107,123,0.832,2704020,2704020,1.154,0.867,0.962,7,6,2
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,4907,255,0,219.508,334.243,219.508,334.243,272.51,181,295,77,78,0.83,1251285,1251285,1.309,0.764,0.962,3,7,0
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,17,16974,255,0,636.735,441.781,636.735,441.781,519.078,567,369,141,146,0.792,4328370,4328370,1.23,0.813,0.963,17,24,3
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,8699,255,0,503.116,469.247,503.116,469.247,383.865,447,418,112,106,0.742,2218245,2218245,1.477,0.677,0.946,1,17,0
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,4457,255,0,772.831,502.504,772.831,502.504,259.782,737,466,70,76,0.83,1136535,1136535,1.151,0.869,0.96,5,11,1
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,32428,255,0,798.66,629.277,798.66,629.277,979.009,626,544,338,176,0.425,8269140,8269140,3.012,0.332,0.837,30,26,8
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,4396,255,0,505.207,647.848,505.207,647.848,273.338,462,613,88,68,0.739,1120980,1120980,1.79,0.559,0.943,3,1,0
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,0,19713,255,0,330.488,768.483,330.488,768.483,608.96,231,706,198,137,0.668,5026815,5026815,1.587,0.63,0.909,10,14,2
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-1_mask1.tif,18,17642,255,0,459.636,935.8,459.636,935.8,550.333,382,855,145,167,0.732,4498710,4498710,1.484,0.674,0.951,23,18,3
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,8384,255,0,616.141,148.151,616.141,148.151,377.38,562,96,108,105,0.74,2137920,2137920,1.31,0.763,0.93,6,5,0
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,14098,255,0,288.287,182.025,288.287,182.025,500.777,188,128,180,107,0.706,3594990,3594990,1.746,0.573,0.952,9,22,1
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,8943,255,0,918.412,187.73,918.412,187.73,398.25,856,134,119,110,0.709,2280465,2280465,1.656,0.604,0.937,9,12,2
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,12950,255,0,462.235,215.438,462.235,215.438,450.877,402,150,122,138,0.801,3302250,3302250,1.134,0.882,0.96,9,11,3
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,4427,255,0,216.795,330.799,216.795,330.799,253.924,181,293,71,75,0.863,1128885,1128885,1.173,0.852,0.965,6,7,2
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,17,17801,255,0,635.169,439.451,635.169,439.451,546.534,560,362,153,153,0.749,4539255,4539255,1.332,0.751,0.947,26,31,11
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,7579,255,0,506.081,471.651,506.081,471.651,361.823,459,420,98,104,0.727,1932645,1932645,1.358,0.736,0.936,5,24,4
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,3969,255,0,772.366,501.581,772.366,501.581,245.296,738,467,68,69,0.829,1012095,1012095,1.156,0.865,0.956,6,15,3
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,2635,255,0,340.956,566.776,340.956,566.776,204.569,310,540,63,51,0.791,671925,671925,1.378,0.726,0.948,3,7,0
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,33048,255,0,802.775,628.711,802.775,628.711,1003.193,627,545,346,175,0.413,8427240,8427240,2.983,0.335,0.845,41,43,11
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,9461,255,0,489.914,636.029,489.914,636.029,440.492,421,577,140,111,0.613,2412555,2412555,2.217,0.451,0.912,6,22,1
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,0,21749,255,0,336.518,766.302,336.518,766.302,638.517,232,699,205,144,0.67,5545995,5545995,1.502,0.666,0.919,18,17,1
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-2_mask1.tif,18,19944,255,0,456.172,932.211,456.172,932.211,581.061,364,856,165,167,0.742,5085720,5085720,1.411,0.709,0.959,33,29,5
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,6793,255,0,615.382,151.736,615.382,151.736,335.238,570,102,92,97,0.76,1732215,1732215,1.299,0.77,0.94,6,9,0
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,16102,255,0,287.926,178.72,287.926,178.72,524.576,191,118,177,122,0.735,4106010,4106010,1.504,0.665,0.954,17,25,1
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,14863,255,0,458.713,212.379,458.713,212.379,480.291,394,149,135,139,0.81,3790065,3790065,1.044,0.958,0.967,14,15,2
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,6045,255,0,929.153,197.234,929.153,197.234,315.924,879,157,93,84,0.761,1541475,1541475,1.288,0.776,0.946,12,12,1
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,4018,255,0,212.792,325.675,212.792,325.675,245.681,182,286,62,79,0.837,1024590,1024590,1.33,0.752,0.961,6,9,2
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,17,17748,255,0,634.679,439.4,634.679,439.4,547.019,560,361,153,154,0.745,4525740,4525740,1.357,0.737,0.949,33,36,8
Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-3_results.csv,Corrected_241008_perisomatic-set1_A4S1H2_647-Gph_594-Syt2_405-Neun_60X-3_mask1.tif,0,6255,255,0,503.121,469.357,503.121,469.357,325.196,462,423,82,93,0.743,1595025,1595025,1.323,0.756,0.952,4,22,3
